,species_number,family
20812,34801,Tabellariaceae
20813,34803,Sellaphoraceae
20814,34804,Bufonidae
20815,34806,Fagaceae
20816,34807,Bufonidae
20817,34809,Sepsidae
20818,34810,Sepsidae
20819,34811,Sepsidae
20820,34812,Sepsidae
20821,34813,Sepsidae
20822,34814,Sepsidae
20823,34815,Sepsidae
20824,34816,Sepsidae
20825,34817,Sepsidae
20826,34818,Sepsidae
20827,34819,Sepsidae
20828,34820,Sepsidae
20829,34821,Sepsidae
20830,34822,Sepsidae
20831,34823,Sepsidae
20832,34824,Sepsidae
20833,34825,Sepsidae
20834,34826,Sepsidae
20835,34827,Sepsidae
20836,34828,Sepsidae
20837,34829,Sepsidae
20838,34830,Sepsidae
20839,34831,Sepsidae
20840,34832,Neanuridae
20841,34833,Sepsidae
20842,34834,Sepsidae
20843,34835,Sepsidae
20844,34836,Sepsidae
20845,34837,Sepsidae
20846,34838,Sepsidae
20847,34839,Libellulidae
20848,34842,Faviidae
20849,34843,Cichlidae
20850,34850,Neanuridae
20851,34870,Oocystaceae
20852,34871,Oocystaceae
20853,34872,Zygnemataceae
20854,34873,Brassicaceae
20855,34874,Brassicaceae
20856,34876,Chlorodendraceae
20857,34877,Chlorodendraceae
20858,34879,
20859,34880,
20860,34881,Bondarzewiaceae
20861,34882,Strophariaceae
20862,34889,Centropomidae
20863,34890,Scrupocellariidae
20864,34892,Strophariaceae
20865,38417,Cyprinidae
20866,38418,Hypnaceae
20867,38419,Violaceae
20868,38421,Hypnaceae
20869,38423,Dicranaceae
20870,38424,Dicranaceae
20871,38433,Pteronarcyidae
20872,38435,Monostromataceae
20873,38436,Delesseriaceae
20874,38437,Dumontiaceae
20875,38438,Desmarestiaceae
20876,38439,Sargassaceae
20877,38440,Sphacelariaceae
20878,38441,Libellulidae
20879,38442,Arctiidae
20880,38445,Libellulidae
20881,38452,Veneridae
20882,38453,Delesseriaceae
20883,38454,Dumontiaceae
20884,38455,Dumontiaceae
20885,38457,Sargassaceae
20886,38459,Tingidae
20887,38460,Veneridae
20888,38466,Bignoniaceae
20889,38467,Clusiaceae
20890,38468,Clusiaceae
20891,38470,Longidoridae
20892,38471,Trichodoridae
20893,38474,Pyralidae
20894,38476,Caryophyllaceae
20895,38482,Kalotermitidae
20896,38494,Hydractiniidae
20897,38495,Fabaceae
20898,38496,Sparidae
20899,38498,Arcidae
20900,38499,Hydractiniidae
20901,38505,Poaceae
20902,38508,Poaceae
20903,38509,Myrtaceae
20904,38510,Myrtaceae
20905,38511,Myrtaceae
20906,38512,Pinnidae
20907,38513,Scorpaenidae
20908,38514,Asteraceae
20909,38516,Scrophulariaceae
20910,38519,Asteraceae
20911,38521,Chlamydomonadaceae
20912,38522,Coccomyxaceae
20913,38526,Chlorococcaceae
20914,38530,Potamogetonaceae
20915,38531,Apiaceae
20916,38534,Asteraceae
20917,38535,Chlorococcaceae
20918,38540,Arecaceae
20919,38541,Pseudomicrothoracidae
20920,38542,Arecaceae
20921,38546,Cyperaceae
20922,38547,Poaceae
20923,38549,Hypericaceae
20924,38550,Hypericaceae
20925,38554,Apteronotidae
20926,38555,Eustigmataceae
20927,38556,
20928,38557,
20929,38558,Pseudomicrothoracidae
20930,38559,Pseudomicrothoracidae
20931,38560,Lutjanidae
20932,38561,Pleurochloridaceae
20933,38568,Valoniaceae
20934,38570,Heteroderidae
20935,38575,Syrphidae
20936,38576,Fabaceae
20937,38580,Valoniaceae
20938,38581,Syrphidae
20939,38583,Ranunculaceae
20940,38584,Osphronemidae
20941,38585,Pleosporaceae
20942,38587,Fabaceae
20943,38589,Mycosphaerellaceae
20944,38594,Mycosphaerellaceae
20945,38596,Pontederiaceae
20946,38599,Dumortieraceae
20947,38600,Vitaceae
20948,38608,Fabaceae
20949,38610,Surianaceae
20950,38611,Solanaceae
20951,38612,Dumortieraceae
20952,38613,Dumortieraceae
20953,38614,Surianaceae
20954,38615,Surianaceae
20955,38617,Fabaceae
20956,38618,Solanaceae
20957,38619,Tetraodontidae
20958,38630,Fabaceae
20959,38631,Fabaceae
20960,38632,Fabaceae
20961,38633,Fabaceae
20962,38634,Fabaceae
20963,38635,Fabaceae
20964,38636,Fabaceae
20965,38637,Fabaceae
20966,38638,Fabaceae
20967,38639,Fabaceae
20968,38640,Fabaceae
20969,38641,Fabaceae
20970,38642,Fabaceae
20971,38643,Asteraceae
20972,38644,Fabaceae
20973,38645,Lamiaceae
20974,38646,Convolvulaceae
20975,38647,Solanaceae
20976,38648,Fabaceae
20977,38649,Poaceae
20978,38650,Poaceae
20979,38651,Poaceae
20980,38652,Rubiaceae
20981,38655,Asteraceae
20982,38656,Convolvulaceae
20983,38657,Apocynaceae
20984,38658,Osphronemidae
20985,38664,Lumbricidae
20986,38666,Tetraodontidae
20987,38668,Rubiaceae
20988,38669,Asteraceae
20989,38671,Apocynaceae
20990,38672,Lumbricidae
20991,38673,Lumbricidae
20992,38676,Fabaceae
20993,38677,Fabaceae
20994,38678,Fabaceae
20995,38679,Asteraceae
20996,38680,Rubiaceae
20997,38682,Poaceae
20998,38686,Trichocomaceae
20999,38689,Salicaceae
21000,38690,Heteromyidae
21001,38691,Sparidae
21002,38692,Caprifoliaceae
21003,38695,Fabaceae
21004,38700,Rosaceae
21005,38704,Fabaceae
21006,38705,Fabaceae
21007,38710,Lecanidae
21008,38712,Rosaceae
21009,38729,Cupressaceae
21010,38730,Apiaceae
21011,38731,Asteraceae
21012,38733,Apiaceae
21013,38734,Glomeraceae
21014,38736,Bromeliaceae
21015,38737,Bromeliaceae
21016,38748,Sapindaceae
21017,38749,Proteaceae
21018,38750,Moraceae
21019,38751,Araliaceae
21020,38752,Cyperaceae
21021,38753,Euphorbiaceae
21022,38754,Plantaginaceae
21023,38755,Goodeniaceae
21024,38756,Proteaceae
21025,38757,Lamiaceae
21026,38758,Proteaceae
21027,38760,Asteraceae
21028,38765,Apiaceae
21029,38766,Gomphonemataceae
21030,38767,Apterygidae
21031,38770,Basellaceae
21032,38771,Araceae
21033,38775,Cyclopidae
21034,38778,Myricaceae
21035,38780,Rosaceae
21036,38784,Lamiaceae
21037,38785,Apiaceae
21038,38790,Asteraceae
21039,38792,Araceae
21040,38794,Basellaceae
21041,38795,Lamiaceae
21042,38796,Goodeniaceae
21043,38797,Sapindaceae
21044,38798,Proteaceae
21045,38799,Lamiaceae
21046,38800,Lamiaceae
21047,38802,Pinaceae
21048,38803,Pinaceae
21049,38804,Pinaceae
21050,38805,Glomeraceae
21051,38806,Verbenaceae
21052,38809,Lamiaceae
21053,38810,Lamiaceae
21054,38814,Lamiaceae
21055,38816,Rosaceae
21056,38817,Cyperaceae
21057,38818,Asteraceae
21058,38819,Asteraceae
21059,38820,Diplogasteridae
21060,38822,Glossoscolecidae
21061,38824,Magnaporthaceae
21062,38825,Trichocomaceae
21063,38826,Parmeliaceae
21064,38827,
21065,38828,Lobariaceae
21066,38829,Lobariaceae
21067,38830,Parmeliaceae
21068,38835,Pucciniaceae
21069,38836,Carabidae
21070,38837,Aleyrodidae
21071,38839,Tarsonemidae
21072,38841,Diaspididae
21073,38842,Trichodectidae
21074,38847,Agromyzidae
21075,38848,Hygromiidae
21076,38849,Agromyzidae
21077,38851,Rosaceae
21078,38852,Rosaceae
21079,38853,Rosaceae
21080,38854,Rosaceae
21081,38855,Rosaceae
21082,38856,Rosaceae
21083,38858,Myrtaceae
21084,38859,Betulaceae
21085,38860,Ericaceae
21086,38861,Myrtaceae
21087,38862,Berberidaceae
21088,38867,Machaerotidae
21089,38868,Cupressaceae
21090,38869,Miridae
21091,38870,Arctiidae
21092,38872,Anthomyiidae
21093,38873,Chrysomelidae
21094,38874,Braconidae
21095,38877,Anthocoridae
21096,38878,Apterygidae
21097,38879,Apterygidae
21098,38881,Crambidae
21099,38882,Myrtaceae
21100,38884,Betulaceae
21101,38887,Limnocharitaceae
21102,38888,Limnocharitaceae
21103,38890,Zygaenidae
21104,38891,Noctuidae
21105,38892,Aphididae
21106,38894,Thripidae
21107,38895,Eulophidae
21108,38896,Acrolepiidae
21109,38897,Drosophilidae
21110,38898,Arctiidae
21111,38899,Oregoniidae
21112,38905,Miridae
21113,38906,Miridae
21114,38907,Anyphaenidae
21115,38908,Dinobryaceae
21116,38909,Chrysamoebaceae
21117,38910,Monosigaceae
21118,38911,Katablepharidaceae
21119,38912,Merismopediaceae
21120,38914,Lymantriidae
21121,38915,Noctuidae
21122,38919,
21123,38920,Trypanosomatidae
21124,38922,Trypanosomatidae
21125,38923,Trypanosomatidae
21126,38924,Sapindaceae
21127,38929,Poeciliidae
21128,38931,Poaceae
21129,38933,Eriophyidae
21130,38934,Phytoseiidae
21131,38935,Liposcelididae
21132,38936,Ceratopogonidae
21133,38937,Noctuidae
21134,38938,Aphididae
21135,38942,Melyridae
21136,38944,Ixodidae
21137,38945,Pentatomidae
21138,38946,Curculionidae
21139,38947,Bionectriaceae
21140,38950,Pentatomidae
21141,38962,Muscidae
21142,38963,Coccinellidae
21143,38965,Dynastidae
21144,38967,Machaerotidae
21145,38968,Machaerotidae
21146,38969,Chrysomelidae
21147,38970,Miridae
21148,38972,Crambidae
21149,38973,Iolinidae
21150,38975,Acrolepiidae
21151,38976,Acrolepiidae
21152,38977,Delphacidae
21153,38979,Zygaenidae
21154,38980,Zygaenidae
21155,38981,Noctuidae
21156,38982,Blaberidae
21157,38984,Blaberidae
21158,38986,Gymnotidae
21159,38987,Gymnotidae
21160,38988,Gymnotidae
21161,38989,Chrysomelidae
21162,38993,Carcharhinidae
21163,38999,Tortricidae
21164,39014,Haliotididae
21165,39015,Euphorbiaceae
21166,39016,Tortricidae
21167,39019,Asteraceae
21168,39022,Drosophilidae
21169,39023,Aphididae
21170,39024,Anyphaenidae
21171,39025,Anyphaenidae
21172,39027,Miridae
21173,39029,Miridae
21174,39030,Miridae
21175,39032,Euphorbiaceae
21176,39033,Trichodoridae
21177,39034,Hoplolaimidae
21178,39036,Tetranychidae
21179,39037,Pentatomidae
21180,39038,Stratiomyidae
21181,39039,Curculionidae
21182,39041,Bionectriaceae
21183,39042,Drosophilidae
21184,39043,Pentatomidae
21185,39044,Tetranychidae
21186,39048,Anatidae
21187,39050,Haemodoraceae
21188,39051,Haemodoraceae
21189,39058,Poaceae
21190,39059,Pteridaceae
21191,39060,Pteridaceae
21192,39061,Trichodoridae
21193,39065,Longidoridae
21194,39066,Cicadellidae
21195,39067,Carabidae
21196,39068,Encyrtidae
21197,39070,Clupeidae
21198,39073,Psychodidae
21199,39074,Clupeidae
21200,39076,Noctuidae
21201,39077,Cicadellidae
21202,39078,Noctuidae
21203,39080,Camelidae
21204,39081,Halosphaeriaceae
21205,39082,
21206,39087,Camelidae
21207,39089,Discoglossidae
21208,39090,Trypanosomatidae
21209,39091,Trypanosomatidae
21210,39092,Trypanosomatidae
21211,39093,Tachinidae
21212,39094,Formicidae
21213,39095,Araneidae
21214,39096,Tachinidae
21215,39098,Eulophidae
21216,39104,Araneidae
21217,39105,Thripidae
21218,39107,Otariidae
21219,39108,Oscillatoriaceae
21220,39110,Psittacidae
21221,39111,Oscillatoriaceae
21222,39114,Linognathidae
21223,39115,Haematopinidae
21224,39117,Thripidae
21225,39137,Drosophilidae
21226,39141,Calliphoridae
21227,39142,Calliphoridae
21228,39143,Glycyphagidae
21229,39144,Glycyphagidae
21230,39147,Coccidae
21231,39149,Viviparidae
21232,39150,Kerriidae
21233,39151,Alydidae
21234,39152,Alydidae
21235,39153,Alydidae
21236,39154,Kerriidae
21237,39156,Kerriidae
21238,39157,Dipsacaceae
21239,39158,Miridae
21240,39159,Ixodidae
21241,39160,Argasidae
21242,39161,Formicidae
21243,39162,Argasidae
21244,39163,Formicidae
21245,39165,Melolonthidae
21246,39166,Odontopygidae
21247,39167,Dynastidae
21248,39168,Odontopygidae
21249,39169,Dynastidae
21250,39173,Magnaporthaceae
21251,39174,Cydnidae
21252,39175,Ixodidae
21253,39176,Pyralidae
21254,39177,Cydnidae
21255,39178,Ixodidae
21256,39180,
21257,39183,Varanidae
21258,39187,Vespidae
21259,39188,Muricidae
21260,39189,Turbinidae
21261,39190,Trochidae
21262,39191,Turbinidae
21263,39196,Cichlidae
21264,39197,Formicidae
21265,39199,Scarabaeidae
21266,39200,Veneridae
21267,39207,Myrtaceae
21268,39208,Sapindaceae
21269,39209,Longidoridae
21270,39210,Lymantriidae
21271,39211,Lymantriidae
21272,39213,Poaceae
21273,39214,Rhinotermitidae
21274,39216,Cichlidae
21275,39218,Phoridae
21276,39219,Zingiberaceae
21277,39222,Sapindaceae
21278,39223,Sapindaceae
21279,39224,Thripidae
21280,39225,Rhinotermitidae
21281,39227,Calliphoridae
21282,39231,Glossinidae
21283,39232,Camelidae
21284,39239,Coraciidae
21285,39240,Coliidae
21286,39241,Alaudidae
21287,39242,Ploceidae
21288,39244,Cisticolidae
21289,39245,Coraciidae
21290,39246,Coraciidae
21291,39248,Coliidae
21292,39250,Upupidae
21293,39251,Laniidae
21294,39252,Passeridae
21295,39253,Turnicidae
21296,39254,Muscicapidae
21297,39255,Passeridae
21298,39256,Columbidae
21299,39257,Acrididae
21300,39258,Cisticolidae
21301,39260,Upupidae
21302,39261,Upupidae
21303,39262,Turnicidae
21304,39263,Turnicidae
21305,39265,Muscicapidae
21306,39266,Columbidae
21307,39267,Meropidae
21308,39268,Cisticolidae
21309,39269,Cisticolidae
21310,39272,Desmidiaceae
21311,39273,Aeroglyphyidae
21312,39274,Iolinidae
21313,39275,Laelapidae
21314,39276,Ascidae
21315,39278,Aeroglyphyidae
21316,39279,Aeroglyphyidae
21317,39280,Laelapidae
21318,39281,Ascidae
21319,39282,Iolinidae
21320,39283,Dermestidae
21321,39284,Patellidae
21322,39287,Aphelinidae
21323,39288,Pseudodiaptomidae
21324,39289,Russulaceae
21325,39293,Elateridae
21326,39294,Cerambycidae
21327,39295,Cerambycidae
21328,39306,Triozidae
21329,39307,
21330,39308,Lyonetiidae
21331,39310,Elateridae
21332,39311,Nostocaceae
21333,39312,Triozidae
21334,39313,
21335,39315,Curculionidae
21336,39317,Cerambycidae
21337,39318,Eupelmidae
21338,39319,Encyrtidae
21339,39320,Noctuidae
21340,39321,Blastobasidae
21341,39322,Eupelmidae
21342,39323,Blastobasidae
21343,39324,Encyrtidae
21344,39325,Diaspididae
21345,39327,Euphorbiaceae
21346,39330,Solanaceae
21347,39331,Solanaceae
21348,39332,Tetranychidae
21349,39333,Tetranychidae
21350,39334,Eulophidae
21351,39335,Pleosporaceae
21352,39336,Pyralidae
21353,39339,Trypanosomatidae
21354,39341,Hylidae
21355,39351,Asteraceae
21356,39352,Chrysomelidae
21357,39353,Encyrtidae
21358,39355,Encyrtidae
21359,39356,Linognathidae
21360,39357,Haematopinidae
21361,39358,Haematopinidae
21362,39359,Scarabaeidae
21363,39360,Scarabaeidae
21364,39361,Scarabaeidae
21365,39362,Scarabaeidae
21366,39363,Scarabaeidae
21367,39364,Scarabaeidae
21368,39365,Scarabaeidae
21369,39366,Scarabaeidae
21370,39369,Asteraceae
21371,39370,Eulophidae
21372,39372,Nectriaceae
21373,39374,Ancylistaceae
21374,39375,Pythiaceae
21375,39380,Eulophidae
21376,39381,Muscidae
21377,39384,Pythiaceae
21378,39385,Haemodoraceae
21379,39391,Mormyridae
21380,39392,Mormyridae
21381,39397,Valsaceae
21382,39401,Pythiaceae
21383,39405,Leptolegniaceae
21384,39406,Nectriaceae
21385,39409,Liliaceae
21386,39411,Lamiaceae
21387,39414,
21388,39415,Gentianaceae
21389,39416,Gentianaceae
21390,39419,Nectriaceae
21391,39420,Bradypodidae
21392,39421,Bradypodidae
21393,39422,Scincidae
21394,39431,Synchytriaceae
21395,39433,Hylidae
21396,39440,Riodinidae
21397,39441,Hylidae
21398,39442,Riodinidae
21399,39443,Riodinidae
21400,39446,Exobasidiaceae
21401,39447,Limnephilidae
21402,39448,Limnephilidae
21403,39450,Ustilaginaceae
21404,39454,Onygenaceae
21405,39456,Pleosporaceae
21406,39458,Hypocreaceae
21407,39459,Hypocreaceae
21408,39460,Canidae
21409,39464,Tetranychidae
21410,39465,Capitellidae
21411,39470,Tortricidae
21412,39471,Noctuidae
21413,39474,Ixodidae
21414,39475,Asteraceae
21415,39476,Anthocoridae
21416,39477,Anthocoridae
21417,39478,Asteraceae
21418,39479,Ixodidae
21419,39480,Ixodidae
21420,39481,Gracillariidae
21421,39482,Trypanosomatidae
21422,39483,Glossinidae
21423,39487,Euphorbiaceae
21424,39492,Bombycidae
21425,39493,Amaranthaceae
21426,39494,Bombycidae
21427,39501,Noctuidae
21428,39508,Lithobiidae
21429,39510,Noctuidae
21430,39511,Saturniidae
21431,39512,Lithobiidae
21432,39514,Noctuidae
21433,39515,Caligidae
21434,39516,Acrididae
21435,39517,Acrididae
21436,39519,Miridae
21437,39523,Miridae
21438,39525,Chrysomelidae
21439,39526,Tenebrionidae
21440,39528,Ericaceae
21441,39529,Vibrisseaceae
21442,39530,Dermateaceae
21443,39531,Lachnaceae
21444,39532,Lachnaceae
21445,39539,Gryllidae
21446,39540,Tenebrionidae
21447,39545,Dermanyssidae
21448,39546,Dermanyssidae
21449,39548,Eviphididae
21450,39550,Ascidae
21451,39553,Eviphididae
21452,39554,Eviphididae
21453,39555,Laridae
21454,39556,Fringillidae
21455,39557,Apidae
21456,39563,Cicadellidae
21457,39564,Cicadellidae
21458,39566,Araneidae
21459,39567,Cerambycidae
21460,39568,Charadriidae
21461,39571,Araneidae
21462,39573,Didymosphaeriaceae
21463,39574,Didymosphaeriaceae
21464,39582,Corophiidae
21465,39583,Corophiidae
21466,39584,Crambidae
21467,39585,Crambidae
21468,39586,Cymothoidae
21469,39587,Gammaridae
21470,39588,Rhabditidae
21471,39589,Rhabditidae
21472,39590,Formicidae
21473,39592,Strigidae
21474,39593,Strigidae
21475,39595,Ichneumonidae
21476,39596,Syrphidae
21477,39603,Syrphidae
21478,39606,Aphididae
21479,39607,Aphididae
21480,39608,Aphididae
21481,39609,Aphididae
21482,39611,Apidae
21483,39614,Nymphalidae
21484,39615,Miridae
21485,39616,Miridae
21486,39620,Cryptophagidae
21487,39623,Hoplolaimidae
21488,39626,Hoplolaimidae
21489,39627,Tenebrionidae
21490,39628,Tenebrionidae
21491,39632,Gryllotalpidae
21492,39633,Cicadellidae
21493,39634,Cicadellidae
21494,39635,Cicadellidae
21495,39637,Cryptophagidae
21496,39638,Aphrophoridae
21497,39639,Aphrophoridae
21498,39640,Aphrophoridae
21499,39641,Phlaeothripidae
21500,39642,Phlaeothripidae
21501,39643,Basellaceae
21502,39644,Basellaceae
21503,39646,Caryophyllaceae
21504,39649,Caryophyllaceae
21505,39655,Asteraceae
21506,39656,
21507,39657,Ophiocordycipitaceae
21508,39658,Noctuidae
21509,39660,Tenebrionidae
21510,39668,Ophiocordycipitaceae
21511,39669,Ophiocordycipitaceae
21512,39671,Polyporaceae
21513,39689,
21514,39690,
21515,39703,Ustilaginaceae
21516,39704,Ustilaginaceae
21517,39713,Mycosphaerellaceae
21518,39714,Phaeosphaeriaceae
21519,39715,Phaeosphaeriaceae
21520,39717,Caryophyllaceae
21521,39718,Caryophyllaceae
21522,39724,Thripidae
21523,39734,Tenebrionidae
21524,39735,
21525,39736,Apocynaceae
21526,39737,Apocynaceae
21527,39739,
21528,39741,Juncaceae
21529,39742,Apidae
21530,39751,Hoplolaimidae
21531,39752,Pythiaceae
21532,39753,Olpidiaceae
21533,39754,Botryosphaeriaceae
21534,39763,Fabaceae
21535,39764,Magnaporthaceae
21536,39765,Nectriaceae
21537,39766,Magnaporthaceae
21538,39768,Nectriaceae
21539,39778,Curculionidae
21540,39783,Odontobutidae
21541,39784,Engraulidae
21542,39785,Convolvulaceae
21543,39789,Ranunculaceae
21544,39794,Meruliaceae
21545,39796,Rosaceae
21546,39797,Polygonaceae
21547,39798,Unionidae
21548,39799,Meruliaceae
21549,39801,Engraulidae
21550,39804,Odontobutidae
21551,39805,Odontobutidae
21552,39806,Nippotaeniidae
21553,39807,Nippotaeniidae
21554,39808,Lissorchiidae
21555,39809,Lissorchiidae
21556,39810,Plantaginaceae
21557,39811,Poaceae
21558,39812,Asteraceae
21559,39813,Polemoniaceae
21560,39814,Fabaceae
21561,39815,Asteraceae
21562,39816,Rosaceae
21563,39817,Rosaceae
21564,39818,Tetranychidae
21565,39819,Tetranychidae
21566,39820,Brassicaceae
21567,39821,Brassicaceae
21568,39822,Brassicaceae
21569,39823,Sesarmidae
21570,39824,Brachidiniaceae
21571,39825,Oodiniaceae
21572,39827,Lamiaceae
21573,39828,
21574,39829,Brachidiniaceae
21575,39830,Brachidiniaceae
21576,39832,Oodiniaceae
21577,39833,Oodiniaceae
21578,39834,Oodiniaceae
21579,39839,Listrophoridae
21580,39841,Onagraceae
21581,39842,Angiostrongylidae
21582,39843,Plantaginaceae
21583,39849,Asteraceae
21584,39852,Polemoniaceae
21585,39853,Asteraceae
21586,39854,Rosaceae
21587,39855,Tetranychidae
21588,39857,
21589,39858,Hydrobiidae
21590,39859,Hydrobiidae
21591,39860,Hydrobiidae
21592,39861,
21593,39863,Cyclopettidae
21594,39864,Cyclopettidae
21595,39872,Trichocomaceae
21596,39873,Angiostrongylidae
21597,39874,Angiostrongylidae
21598,39875,Listrophoridae
21599,39876,Listrophoridae
21600,39878,Poaceae
21601,39879,Liliaceae
21602,39881,Boraginaceae
21603,39893,Brassicaceae
21604,39894,Brassicaceae
21605,39897,Brassicaceae
21606,39900,Cicadellidae
21607,39904,Orbiliaceae
21608,39905,Albuginaceae
21609,39907,Ophiostomataceae
21610,39909,Cercopidae
21611,39911,Ophiostomataceae
21612,39912,Orbiliaceae
21613,39913,Albuginaceae
21614,39921,Galdieriaceae
21615,39922,
21616,39923,
21617,39924,
21618,39925,Galdieriaceae
21619,39926,Galdieriaceae
21620,39927,Diosaccidae
21621,39930,Boraginaceae
21622,39934,Apocynaceae
21623,39935,Thaumastocoridae
21624,39936,Thaumastocoridae
21625,39937,Thaumastocoridae
21626,39938,Desmidiaceae
21627,39946,Lachnaceae
21628,39947,Lachnaceae
21629,39949,Thamnocephalidae
21630,39950,Dermateaceae
21631,39951,Sepiidae
21632,39952,Chenopodiaceae
21633,39955,Onchocercidae
21634,39958,Sepiidae
21635,39964,Geraniaceae
21636,39968,Hirudinidae
21637,39969,Aphelinidae
21638,39970,Trichogrammatidae
21639,39971,Megachilidae
21640,39975,Apocynaceae
21641,39976,Trichogrammatidae
21642,39977,Fabaceae
21643,39978,Fabaceae
21644,39979,Eulophidae
21645,39980,Apidae
21646,39981,Betulaceae
21647,39982,Rosaceae
21648,39983,Rosaceae
21649,39984,Fabaceae
21650,39989,Eulophidae
21651,39990,Polycentropodidae
21652,39991,Sericostomatidae
21653,39992,Sericostomatidae
21654,39993,Platycnemididae
21655,39994,Blaniulidae
21656,39995,Polydesmidae
21657,39996,Blaniulidae
21658,39997,Blaniulidae
21659,39998,Polydesmidae
21660,40002,Nymphaeaceae
21661,40003,Cyperaceae
21662,40004,Dynastidae
21663,40005,Derodontidae
21664,40006,Derodontidae
21665,40007,Derodontidae
21666,40008,Aphididae
21667,40009,Geometridae
21668,40010,Formicidae
21669,40011,Margarodidae
21670,40012,Phasmatidae
21671,40013,Combretaceae
21672,40014,Botryosphaeriaceae
21673,40015,Apocynaceae
21674,40017,Tingidae
21675,40023,Derodontidae
21676,40043,Aphididae
21677,40045,Geometridae
21678,40046,Margarodidae
21679,40047,Estrildidae
21680,40050,
21681,40051,Phasmatidae
21682,40052,Phasmatidae
21683,40055,Botryosphaeriaceae
21684,40068,Verrucariaceae
21685,40069,Erysiphaceae
21686,40070,Margarodidae
21687,40071,Termitidae
21688,40072,Boraginaceae
21689,40076,Psyllidae
21690,40077,Myrtaceae
21691,40078,Aphididae
21692,40079,Botryosphaeriaceae
21693,40082,Cecidomyiidae
21694,40083,Mycosphaerellaceae
21695,40084,Argidae
21696,40085,Aphelinidae
21697,40086,Coccinellidae
21698,40088,Theaceae
21699,40089,Blissidae
21700,40090,Verrucariaceae
21701,40091,Verrucariaceae
21702,40092,Termitidae
21703,40093,Psyllidae
21704,40095,Argidae
21705,40096,Argidae
21706,40097,Estrildidae
21707,40098,Erysiphaceae
21708,40099,Margarodidae
21709,40101,Tetranychidae
21710,40105,Scarabaeidae
21711,40106,Cryphonectriaceae
21712,40108,Formicidae
21713,40109,Thripidae
21714,40111,Chrysomelidae
21715,40113,Lumbricidae
21716,40114,Tetranychidae
21717,40117,Cercopidae
21718,40118,Diaspididae
21719,40119,Caprifoliaceae
21720,40120,Eulophidae
21721,40124,Heterorhabditidae
21722,40125,Steinernematidae
21723,40126,Eulophidae
21724,40127,Scarabaeidae
21725,40129,Cecidomyiidae
21726,40130,Chrysomelidae
21727,40131,Thripidae
21728,40132,Cicadellidae
21729,40133,Cryphonectriaceae
21730,40134,Cryphonectriaceae
21731,40139,Diaspididae
21732,40141,Cicadellidae
21733,40142,Cicadellidae
21734,40148,Encyrtidae
21735,40157,Pseudococcidae
21736,40158,Pseudococcidae
21737,40159,Aphididae
21738,40160,Aphididae
21739,40162,Tingidae
21740,40165,Chrysomelidae
21741,40166,Coccinellidae
21742,40167,Coccinellidae
21743,40169,Fomitopsidaceae
21744,40170,Fomitopsidaceae
21745,40181,Tenthredinidae
21746,40182,Tingidae
21747,40183,Aphididae
21748,40184,Aphididae
21749,40185,Tenthredinidae
21750,40186,Aphididae
21751,40188,Aphididae
21752,40189,Milacidae
21753,40190,Parmeliaceae
21754,40191,Parmeliaceae
21755,40193,Cerambycidae
21756,40194,Cerambycidae
21757,40197,Cerambycidae
21758,40198,Helotiaceae
21759,40224,Cerambycidae
21760,40227,Dermateaceae
21761,40228,Dermateaceae
21762,40229,Dermateaceae
21763,40233,Pentatomidae
21764,40234,Pentatomidae
21765,40240,Spirocercidae
21766,40241,Spirocercidae
21767,40242,Spirocercidae
21768,40243,
21769,40244,Exobasidiaceae
21770,40245,Exobasidiaceae
21771,40250,Dermateaceae
21772,40251,Geastraceae
21773,40252,Geastraceae
21774,40253,Geastraceae
21775,40254,Venturiaceae
21776,40255,Erysiphaceae
21777,40256,Polyporaceae
21778,40263,
21779,40264,Geastraceae
21780,40265,Geastraceae
21781,40270,Venturiaceae
21782,40273,Cerambycidae
21783,40274,Coccinellidae
21784,40275,Scarabaeidae
21785,40276,Cantharidae
21786,40277,Scarabaeidae
21787,40278,Sarcophagidae
21788,40279,Coreidae
21789,40280,Sesiidae
21790,40281,Thripidae
21791,40282,Phlaeothripidae
21792,40283,Thripidae
21793,40291,Aphididae
21794,40292,Braconidae
21795,40293,Apidae
21796,40306,Cerambycidae
21797,40307,Scarabaeidae
21798,40313,Alcyoniidae
21799,40314,Fabaceae
21800,40315,Boraginaceae
21801,40316,Fabaceae
21802,40321,Encyrtidae
21803,40322,Braconidae
21804,40324,Myrtaceae
21805,40325,Cordycipitaceae
21806,40326,Coccinellidae
21807,40328,Encyrtidae
21808,40330,Braconidae
21809,40337,Chrysomelidae
21810,40338,Solanaceae
21811,40339,Solanaceae
21812,40340,Solanaceae
21813,40341,Solanaceae
21814,40342,Solanaceae
21815,40344,Cercopidae
21816,40345,Geometridae
21817,40346,Notodontidae
21818,40347,Cyprinidae
21819,40349,Agelenidae
21820,40353,Lycosidae
21821,40354,Brachytheciaceae
21822,40355,Geometridae
21823,40356,Geometridae
21824,40357,Coccinellidae
21825,40358,Agelenidae
21826,40360,Lymantriidae
21827,40361,Tortricidae
21828,40362,Geometridae
21829,40363,Brachytheciaceae
21830,40364,Plakobranchidae
21831,40365,Plakobranchidae
21832,40366,Elysiidae
21833,40367,Plakobranchidae
21834,40368,Plakobranchidae
21835,40369,Plakobranchidae
21836,40370,Amanitaceae
21837,40371,Nostocaceae
